date,sales,unit_purchase_cost,fixed_order_cost,,,holding_cost_rate,shortage_cost,,2025,
7/31/2023,34,58.88,155.4,,,,,,,
8/1/2023,35,48.43,188.1,,,,,,,
8/2/2023,37,45.22,199.11,,,,,,,
8/3/2023,46,56.02,131.91,,,,,,,
8/4/2023,35,48.85,136.08,,,,,,,
8/5/2023,38,43.66,175.27,,,,,,,
8/6/2023,46,52.96,157.51,,,,,,,
8/7/2023,43,50.89,201.96,,,,,,,
8/8/2023,47,40.89,198.34,,,,,,,
8/9/2023,40,43.97,126.45,,,,,,,
8/10/2023,36,58.11,139.84,,,,,,,
8/11/2023,42,51.88,175.33,,,,,,,
8/12/2023,35,55.91,122.44,,,,,,,
8/13/2023,43,40.42,134.44,,,,,,,
8/14/2023,44,56.89,124.74,,,,,,,
8/15/2023,44,55.85,212.56,,,,,,,
8/16/2023,44,41.2,182.6,,,,,,,
8/17/2023,43,39.99,170.87,,,,,,,
8/18/2023,48,44.09,195.39,,,,,,,
8/19/2023,44,54.38,130.42,,,,,,,
8/20/2023,45,54.88,198.2,,,,,,,
8/21/2023,46,46.36,145.11,,,,,,,
8/22/2023,42,58.33,155.95,,,,,,,
8/23/2023,36,53.66,126.59,,,,,,,
8/24/2023,36,43.39,172.57,,,,,,,
8/25/2023,40,50.96,189.48,,,,,,,
8/26/2023,48,55.35,142.26,,,,,,,
8/27/2023,38,56.41,122.93,,,,,,,
8/28/2023,45,44.68,125.5,,,,,,,
8/29/2023,39,49,116,,,,,,,
8/30/2023,46,46.15,158.43,,,,,,,
8/31/2023,45,47.77,131.9,,,,,,,
9/1/2023,43,55.71,126.59,,,,,,,
9/2/2023,43,49.76,170.09,,,,,,,
9/3/2023,37,50.72,209.07,,,,,,,
9/4/2023,38,55.49,187.88,,,,,,,
9/5/2023,47,51.61,201.75,,,,,,,
9/6/2023,39,46.06,210.1,,,,,,,
9/7/2023,38,44.51,199.07,,,,,,,
9/8/2023,49,41.87,194.62,,,,,,,
9/9/2023,48,57.63,145.37,,,,,,,
9/10/2023,48,39.65,206.77,,,,,,,
9/11/2023,38,49.77,198.81,,,,,,,
9/12/2023,41,50.48,169.25,,,,,,,
9/13/2023,44,54.42,125.93,,,,,,,
9/14/2023,43,41.91,199.38,,,,,,,
9/15/2023,43,47.74,113.66,,,,,,,
9/16/2023,43,54.17,154.72,,,,,,,
9/17/2023,45,49.54,209,,,,,,,
9/18/2023,37,43.33,205.67,,,,,,,
9/19/2023,45,50.59,172.75,,,,,,,
9/20/2023,40,48.26,130.72,,,,,,,
9/21/2023,38,53.16,139.12,,,,,,,
9/22/2023,45,54.48,145.5,,,,,,,
9/23/2023,45,58.45,182.66,,,,,,,
9/24/2023,40,57.82,143.35,,,,,,,
9/25/2023,49,49.76,202.16,,,,,,,
9/26/2023,44,46.17,193.69,,,,,,,
9/27/2023,44,49.46,150.07,,,,,,,
9/28/2023,39,46.61,154.42,,,,,,,
9/29/2023,44,51.69,153.57,,,,,,,
9/30/2023,46,39.88,182.19,,,,,,,
10/1/2023,43,39.39,165.74,,,,,,,
10/2/2023,49,50.5,119.75,,,,,,,
10/3/2023,40,38.95,177.55,,,,,,,
10/4/2023,38,46.59,156.93,,,,,,,
10/5/2023,44,50.05,193.8,,,,,,,
10/6/2023,37,48.61,125.02,,,,,,,
10/7/2023,38,46.62,204.21,,,,,,,
10/8/2023,42,43.34,203.84,,,,,,,
10/9/2023,46,58.65,153.59,,,,,,,
10/10/2023,37,41.55,120.46,,,,,,,
10/11/2023,43,53.43,163.43,,,,,,,
10/12/2023,39,39.52,146.27,,,,,,,
10/13/2023,49,49.97,190.15,,,,,,,
10/14/2023,43,49.63,119.11,,,,,,,
10/15/2023,49,46.42,201.69,,,,,,,
10/16/2023,49,44.11,206.4,,,,,,,
10/17/2023,47,47.53,203.89,,,,,,,
10/18/2023,39,53.86,165.18,,,,,,,
10/19/2023,45,40.82,179.86,,,,,,,
10/20/2023,45,49.12,200.51,,,,,,,
10/21/2023,37,44.33,120.34,,,,,,,
10/22/2023,42,53.72,114.48,,,,,,,
10/23/2023,49,51.1,160.01,,,,,,,
10/24/2023,38,53.63,178.4,,,,,,,
10/25/2023,39,46.56,203.03,,,,,,,
10/26/2023,45,54,138.48,,,,,,,
10/27/2023,49,41.76,138.42,,,,,,,
10/28/2023,43,56.91,189.94,,,,,,,
10/29/2023,40,52.34,170.31,,,,,,,
10/30/2023,46,55.88,189.35,,,,,,,
10/31/2023,45,46.4,157.95,,,,,,,
11/1/2023,44,53.34,194.55,,,,,,,
11/2/2023,45,58.26,192.98,,,,,,,
11/3/2023,51,38.62,188.4,,,,,,,
11/4/2023,42,45.26,145.92,,,,,,,
11/5/2023,43,49.8,146.44,,,,,,,
11/6/2023,46,56.58,200.81,,,,,,,
11/7/2023,40,47.93,191.45,,,,,,,
11/8/2023,44,45.78,196.72,,,,,,,
11/9/2023,39,56.09,199.29,,,,,,,
11/10/2023,51,50.35,131.16,,,,,,,
11/11/2023,42,38.51,121.58,,,,,,,
11/12/2023,46,43.73,149.6,,,,,,,
11/13/2023,40,50.85,197.57,,,,,,,
11/14/2023,49,49.98,163.6,,,,,,,
11/15/2023,38,43.69,208.31,,,,,,,
11/16/2023,44,44.86,118.64,,,,,,,
11/17/2023,40,50.07,129.85,,,,,,,
11/18/2023,50,42.73,174.09,,,,,,,
11/19/2023,50,54.18,184.42,,,,,,,
11/20/2023,48,56.83,209.17,,,,,,,
11/21/2023,43,39.45,132.36,,,,,,,
11/22/2023,42,51.54,135.28,,,,,,,
11/23/2023,44,40.92,162.86,,,,,,,
11/24/2023,48,41.36,138.53,,,,,,,
11/25/2023,42,56.05,179.37,,,,,,,
11/26/2023,47,56.48,136.2,,,,,,,
11/27/2023,47,51.19,188.59,,,,,,,
11/28/2023,44,38.48,123.25,,,,,,,
11/29/2023,47,57.74,150.95,,,,,,,
11/30/2023,42,55.91,204.27,,,,,,,
12/1/2023,42,46.59,174.59,,,,,,,
12/2/2023,44,46.88,116.12,,,,,,,
12/3/2023,47,38.6,201.69,,,,,,,
12/4/2023,42,46.81,201.46,,,,,,,
12/5/2023,51,42.71,123.73,,,,,,,
12/6/2023,49,53.73,126.56,,,,,,,
12/7/2023,39,56.54,186.29,,,,,,,
12/8/2023,45,42.35,130.41,,,,,,,
12/9/2023,44,43.43,156.49,,,,,,,
12/10/2023,42,42.3,163.94,,,,,,,
12/11/2023,49,48.17,189.74,,,,,,,
12/12/2023,40,45.13,122.79,,,,,,,
12/13/2023,51,41.97,157.57,,,,,,,
12/14/2023,49,51.73,179.97,,,,,,,
12/15/2023,43,50.11,147.14,,,,,,,
12/16/2023,46,38.73,151.38,,,,,,,
12/17/2023,49,44.26,176.6,,,,,,,
12/18/2023,48,46.57,190.03,,,,,,,
12/19/2023,43,46.38,140.79,,,,,,,
12/20/2023,52,52.03,136.47,,,,,,,
12/21/2023,51,55.23,113.19,,,,,,,
12/22/2023,52,55.85,155.54,,,,,,,
12/23/2023,43,42.55,165.34,,,,,,,
12/24/2023,41,45.18,113.59,,,,,,,
12/25/2023,50,49.54,206.59,,,,,,,
12/26/2023,51,51.7,178.2,,,,,,,
12/27/2023,48,51.62,169.23,,,,,,,
12/28/2023,45,39.6,202.32,,,,,,,
12/29/2023,44,51.78,169.94,,,,,,,
12/30/2023,41,54.62,196.43,,,,,,,
12/31/2023,50,44.87,206.91,,,,,,,
1/1/2024,50,39.68,143.7,,,,,,,
1/2/2024,49,46.3,120.22,,,,,,,
1/3/2024,47,55.8,117.25,,,,,,,
1/4/2024,40,48.63,188.26,,,,,,,
1/5/2024,45,48.18,125.47,,,,,,,
1/6/2024,49,49.66,117.31,,,2024,,,,
1/7/2024,46,50.93,151.32,,,Naïve ," 19,590.00 ",,,
1/8/2024,45,42.64,209.66,,,Purchase Cost, 46.12 ,,,
1/9/2024,51,52.47,142.31,,,Fixed Cost, 161.21 ,,,
1/10/2024,50,47.99,193.94,,,,,,,
1/11/2024,41,53.66,149.64,,,,,,,
1/12/2024,52,54.55,171.4,,,,,,,
1/13/2024,51,46.64,198.69,,,,,,,
1/14/2024,46,53.32,138.16,,,,,,,
1/15/2024,49,38.64,120.92,,,,,,,
1/16/2024,49,39.64,182.83,,,,,,,
1/17/2024,45,40.37,192.16,,,,,,,
1/18/2024,49,51.87,212.08,,,,,,,
1/19/2024,45,54.85,139.32,,,,,,,
1/20/2024,53,54.37,190.57,,,,,,,
1/21/2024,42,52.03,117.88,,,,,,,
1/22/2024,48,56.3,115.62,,,,,,,
1/23/2024,54,49.9,204.78,,,,,,,
1/24/2024,49,42.87,181.12,,,,,,,
1/25/2024,51,43.49,151.9,,,,,,,
1/26/2024,53,43.95,150.36,,,,,,,
1/27/2024,41,43.1,147.61,,,,,,,
1/28/2024,43,49.21,131.94,,,,,,,
1/29/2024,42,54.33,154.65,,,,,,,
1/30/2024,44,45.56,176.87,,,,,,,
1/31/2024,50,49.81,122.07,,,,,,,
2/1/2024,42,44.2,190.66,,,,,,,
2/2/2024,49,44.59,195.42,,,,,,,
2/3/2024,51,43.89,164.7,,,,,,,
2/4/2024,46,52.99,181.75,,,,,,,
2/5/2024,53,45.44,151.74,,,,,,,
2/6/2024,42,41.76,172.69,,,,,,,
2/7/2024,46,37.78,173.99,,,,,,,
2/8/2024,41,50.66,118.59,,,,,,,
2/9/2024,42,37.89,149.76,,,,,,,
2/10/2024,41,44.91,139.4,,,,,,,
2/11/2024,47,39.12,142.85,,,,,,,
2/12/2024,47,47.88,151.21,,,,,,,
2/13/2024,47,40.06,142.57,,,,,,,
2/14/2024,54,48,158.5,,,,,,,
2/15/2024,54,39.35,133.98,,,,,,,
2/16/2024,43,45.45,198.49,,,,,,,
2/17/2024,47,39.27,130.33,,,,,,,
2/18/2024,44,56.85,159.46,,,,,,,
2/19/2024,48,42.06,123.43,,,,,,,
2/20/2024,53,41.42,180.6,,,,,,,
2/21/2024,42,42.45,155.56,,,,,,,
2/22/2024,46,56.37,197.4,,,,,,,
2/23/2024,44,46.32,116.41,,,,,,,
2/24/2024,48,56.45,177.71,,,,,,,
2/25/2024,43,52.31,163.51,,,,,,,
2/26/2024,48,53.74,185.23,,,,,,,
2/27/2024,45,57.18,176.09,,,,,,,
2/28/2024,43,39.65,182.22,,,,,,,
2/29/2024,51,42.93,138.95,,,,,,,
3/1/2024,43,39.87,170.65,,,,,,,
3/2/2024,48,56.04,145.98,,,,,,,
3/3/2024,49,38.55,167.47,,,,,,,
3/4/2024,51,48.32,125.05,,,,,,,
3/5/2024,47,40.06,182.87,,,,,,,
3/6/2024,55,46.85,185.26,,,,,,,
3/7/2024,50,48.35,203.47,,,,,,,
3/8/2024,48,42.84,150.58,,,,,,,
3/9/2024,45,55.64,149.25,,,,,,,
3/10/2024,49,42.82,174.53,,,,,,,
3/11/2024,45,52.96,196.95,,,,,,,
3/12/2024,52,51.62,148,,,,,,,
3/13/2024,49,37.26,181.97,,,,,,,
3/14/2024,51,41.48,155.29,,,,,,,
3/15/2024,45,37.38,120.5,,,,,,,
3/16/2024,51,53.07,172.68,,,,,,,
3/17/2024,44,45.2,192.06,,,,,,,
3/18/2024,55,37.87,183.53,,,,,,,
3/19/2024,43,45.36,179.45,,,,,,,
3/20/2024,51,37.25,209.31,,,,,,,
3/21/2024,52,40.91,191.36,,,,,,,
3/22/2024,52,43.05,160.38,,,,,,,
3/23/2024,48,42.03,163.85,,,,,,,
3/24/2024,52,37.44,187.67,,,,,,,
3/25/2024,45,45.56,183.6,,,,,,,
3/26/2024,51,38.53,186.19,,,,,,,
3/27/2024,49,52.68,136.08,,,,,,,
3/28/2024,46,54.33,149.82,,,,,,,
3/29/2024,48,43.4,207.43,,,,,,,
3/30/2024,55,47.83,174.73,,,,,,,
3/31/2024,50,51.31,170.27,,,,,,,
4/1/2024,44,37.76,114.36,,,,,,,
4/2/2024,53,40.69,159.7,,,,,,,
4/3/2024,46,43.54,208.21,,,,,,,
4/4/2024,52,45.41,180.27,,,,,,,
4/5/2024,46,53.88,143.18,,,,,,,
4/6/2024,49,38.55,155.95,,,,,,,
4/7/2024,50,49.49,155.97,,,,,,,
4/8/2024,48,50.37,158.46,,,,,,,
4/9/2024,44,56.48,127.65,,,,,,,
4/10/2024,44,46.08,160.34,,,,,,,
4/11/2024,51,56.72,211.18,,,,,,,
4/12/2024,47,47.12,168.14,,,,,,,
4/13/2024,50,40.74,192.58,,,,,,,
4/14/2024,49,51.65,174.52,,,,,,,
4/15/2024,56,46.93,203.31,,,,,,,
4/16/2024,52,53.97,204.17,,,,,,,
4/17/2024,50,48.13,165.63,,,,,,,
4/18/2024,51,47.44,181.63,,,,,,,
4/19/2024,44,56.23,133.13,,,,,,,
4/20/2024,54,54.6,189.28,,,,,,,
4/21/2024,50,49.38,148.06,,,,,,,
4/22/2024,55,56.44,212.57,,,,,,,
4/23/2024,46,37.13,169.81,,,,,,,
4/24/2024,46,46.22,123.94,,,,,,,
4/25/2024,46,51.98,173.47,,,,,,,
4/26/2024,51,55.14,137.65,,,,,,,
4/27/2024,55,41.6,159.78,,,,,,,
4/28/2024,51,37.28,201.5,,,,,,,
4/29/2024,54,42.01,150.84,,,,,,,
4/30/2024,45,54.49,210.86,,,,,,,
5/1/2024,56,55.09,160.41,,,,,,,
5/2/2024,57,45.45,210.46,,,,,,,
5/3/2024,54,38.51,130.33,,,,,,,
5/4/2024,49,38.98,124.95,,,,,,,
5/5/2024,46,52.69,199.85,,,,,,,
5/6/2024,56,51.61,121.44,,,,,,,
5/7/2024,47,40.67,115.19,,,,,,,
5/8/2024,49,54.19,123.17,,,,,,,
5/9/2024,55,41.63,122.58,,,,,,,
5/10/2024,49,44.7,120.77,,,,,,,
5/11/2024,51,48.19,142.56,,,,,,,
5/12/2024,57,52.72,211.47,,,,,,,
5/13/2024,51,38.27,157.94,,,,,,,
5/14/2024,52,49.18,133.16,,,,,,,
5/15/2024,51,52.65,212.24,,,,,,,
5/16/2024,55,43.45,163.58,,,,,,,
5/17/2024,56,40.27,133.59,,,,,,,
5/18/2024,53,53.6,180,,,,,,,
5/19/2024,51,50.95,143.15,,,,,,,
5/20/2024,54,37.26,138.95,,,,,,,
5/21/2024,45,42.24,157.84,,,,,,,
5/22/2024,54,52.36,169.36,,,,,,,
5/23/2024,56,39,132.97,,,,,,,
5/24/2024,54,40.81,201.13,,,,,,,
5/25/2024,49,39.39,124.02,,,,,,,
5/26/2024,55,44.83,118.09,,,,,,,
5/27/2024,47,50.15,150.64,,,,,,,
5/28/2024,53,42.15,125.24,,,,,,,
5/29/2024,55,46.12,169.93,,,,,,,
5/30/2024,50,39.18,151.78,,,,,,,
5/31/2024,48,50.75,202.52,,,,,,,
6/1/2024,53,38.2,166.65,,,,,,,
6/2/2024,51,51.25,189.76,,,,,,,
6/3/2024,57,52.72,152.99,,,,,,,
6/4/2024,58,48.34,138.54,,,,,,,
6/5/2024,50,46.92,173.3,,,,,,,
6/6/2024,53,50.7,126.31,,,,,,,
6/7/2024,56,55.71,183.54,,,,,,,
6/8/2024,55,46.07,211.39,,,,,,,
6/9/2024,52,50.89,158.64,,,,,,,
6/10/2024,59,48.87,202.1,,,,,,,
6/11/2024,51,38.7,174.9,,,,,,,
6/12/2024,52,51.59,130.28,,,,,,,
6/13/2024,48,47.41,202.02,,,,,,,
6/14/2024,47,48.89,158.98,,,,,,,
6/15/2024,52,41.46,133.8,,,,,,,
6/16/2024,53,45.99,193.06,,,,,,,
6/17/2024,59,38.47,182.13,,,,,,,
6/18/2024,49,37.6,126.26,,,,,,,
6/19/2024,57,56,127.94,,,,,,,
6/20/2024,53,49.16,139.97,,,,,,,
6/21/2024,50,54.04,180.68,,,,,,,
6/22/2024,51,42.28,190.4,,,,,,,
6/23/2024,55,39.25,160.62,,,,,,,
6/24/2024,54,45.75,141.01,,,,,,,
6/25/2024,58,38.59,161.99,,,,,,,
6/26/2024,53,54.84,117.06,,,,,,,
6/27/2024,57,49.18,114.21,,,,,,,
6/28/2024,53,52.41,138.82,,,,,,,
6/29/2024,56,51.13,185.74,,,,,,,
6/30/2024,52,41.41,137.49,,,,,,,
7/1/2024,53,38.11,202.49,,,,,,,
7/2/2024,54,48.02,178.05,,,,,,,
7/3/2024,54,46.13,150.27,,,,,,,
7/4/2024,52,54.23,139.77,,,,,,,
7/5/2024,53,49.73,123.19,,,,,,,
7/6/2024,54,53.32,139.73,,,,,,,
7/7/2024,60,47.99,170.53,,,,,,,
7/8/2024,53,48.25,137.77,,,,,,,
7/9/2024,59,50.99,128.59,,,,,,,
7/10/2024,51,39.68,118.48,,,,,,,
7/11/2024,53,53.91,165.4,,,,,,,
7/12/2024,50,38.81,142.92,,,,,,,
7/13/2024,58,37.46,133.58,,,,,,,
7/14/2024,53,54.76,162.77,,,,,,,
7/15/2024,52,47.72,187.38,,,,,,,
7/16/2024,49,53.67,150.1,,,,,,,
7/17/2024,52,47.63,116.19,,,,,,,
7/18/2024,59,53.65,123.99,,,,,,,
7/19/2024,54,49.79,186.38,,,,,,,
7/20/2024,55,36.21,181.08,,,,,,,
7/21/2024,58,36.9,163.34,,,,,,,
7/22/2024,57,55.19,123.66,,,,,,,
7/23/2024,54,38.76,148.58,,,,,,,
7/24/2024,49,45.05,119.89,,,,,,,
7/25/2024,50,49.44,193.23,,,,,,,
7/26/2024,51,53.17,191.57,,,,,,,
7/27/2024,49,43.6,210.49,,,,,,,
7/28/2024,51,39.98,173.29,,,,,,,
7/29/2024,56,38.06,113.65,,,,,,,
7/30/2024,59,40.16,140.1,,,,,,,
7/31/2024,62,49.4,190.33,,,,,,,
8/1/2024,50,52.09,132.64,,,,,,,
8/2/2024,49,39.78,169.63,,,,,,,
8/3/2024,49,48.38,206,,,,,,,
8/4/2024,55,47.88,117.04,,,,,,,
8/5/2024,50,48.88,186.25,,,,,,,
8/6/2024,52,50.87,212.57,,,,,,,
8/7/2024,59,36.8,122.63,,,,,,,
8/8/2024,59,37.84,184.19,,,,,,,
8/9/2024,52,44.28,199.13,,,,,,,
8/10/2024,53,55.01,152.88,,,,,,,
8/11/2024,62,39.37,126.05,,,,,,,
8/12/2024,50,47.5,160.57,,,,,,,
8/13/2024,54,50.64,168.35,,,,,,,
8/14/2024,49,47.36,182.17,,,,,,,
8/15/2024,61,54.51,187.54,,,,,,,
8/16/2024,52,37.6,127.68,,,,,,,
8/17/2024,57,48.3,204.61,,,,,,,
8/18/2024,53,44.56,200.2,,,,,,,
8/19/2024,54,50.79,151.92,,,,,,,
8/20/2024,62,45.48,121.91,,,,,,,
8/21/2024,50,46.59,123.19,,,,,,,
8/22/2024,58,51.69,114.12,,,,,,,
8/23/2024,54,52.62,152.83,,,,,,,
8/24/2024,50,44.52,133.21,,,,,,,
8/25/2024,59,42.73,209.56,,,,,,,
8/26/2024,55,43.67,166.66,,,,,,,
8/27/2024,51,44.65,183.16,,,,,,,
8/28/2024,50,45.33,119.08,,,,,,,
8/29/2024,50,43.88,180.96,,,,,,,
8/30/2024,61,40.27,189.02,,,,,,,
8/31/2024,58,51.13,172.1,,,,,,,
9/1/2024,62,48.06,160.2,,,,,,,
9/2/2024,63,37.16,168.54,,,,,,,
9/3/2024,50,48.47,119.38,,,,,,,
9/4/2024,59,46.29,168.93,,,,,,,
9/5/2024,57,47.41,149.4,,,,,,,
9/6/2024,59,51.7,197.93,,,,,,,
9/7/2024,62,36.64,206.15,,,,,,,
9/8/2024,63,40.51,209.71,,,,,,,
9/9/2024,63,45.5,143.21,,,,,,,
9/10/2024,57,37.54,189.98,,,,,,,
9/11/2024,52,45.99,139.15,,,,,,,
9/12/2024,62,40.5,173.05,,,,,,,
9/13/2024,54,48.42,159.58,,,,,,,
9/14/2024,52,38.19,142.03,,,,,,,
9/15/2024,55,47.45,176.34,,,,,,,
9/16/2024,59,46.98,156.82,,,,,,,
9/17/2024,62,45.97,138.1,,,,,,,
9/18/2024,54,40.78,191.81,,,,,,,
9/19/2024,58,38.85,140.77,,,,,,,
9/20/2024,55,35.7,114.24,,,,,,,
9/21/2024,59,49.91,164.28,,,,,,,
9/22/2024,58,40,158.46,,,,,,,
9/23/2024,63,52.71,139.79,,,,,,,
9/24/2024,56,52.17,207.92,,,,,,,
9/25/2024,59,44.15,146.1,,,,,,,
9/26/2024,62,48.18,120.5,,,,,,,
9/27/2024,53,53.05,194.12,,,,,,,
9/28/2024,51,51.7,179.47,,,,,,,
9/29/2024,58,51.37,139.03,,,,,,,
9/30/2024,56,46.45,168.78,,,,,,,
10/1/2024,64,47.48,152.56,,,,,,,
10/2/2024,58,54.09,147.63,,,,,,,
10/3/2024,60,51.59,121.67,,,,,,,
10/4/2024,53,39.02,145.86,,,,,,,
10/5/2024,58,45.91,203.23,,,,,,,
10/6/2024,58,50.26,186.89,,,,,,,
10/7/2024,52,48.42,171.12,,,,,,,
10/8/2024,53,39.56,141.71,,,,,,,
10/9/2024,54,36.82,189.38,,,,,,,
10/10/2024,59,45.12,138.21,,,,,,,
10/11/2024,61,45.27,139.24,,,,,,,
10/12/2024,63,51.38,161.67,,,,,,,
10/13/2024,59,51.98,188.8,,,,,,,
10/14/2024,57,46.69,189.82,,,,,,,
10/15/2024,59,42.98,169.41,,,,,,,
10/16/2024,54,52.94,193.67,,,,,,,
10/17/2024,57,45.23,152.45,,,,,,,
10/18/2024,53,52.41,168.38,,,,,,,
10/19/2024,56,48.96,179.81,,,,,,,
10/20/2024,64,38.87,121.48,,,,,,,
10/21/2024,60,45.61,138.51,,,,,,,
10/22/2024,57,38.49,174.81,,,,,,,
10/23/2024,52,43.13,139.03,,,,,,,
10/24/2024,54,53.43,212.63,,,,,,,
10/25/2024,63,50.39,182.97,,,,,,,
10/26/2024,61,46.54,182.75,,,,,,,
10/27/2024,58,37.73,149.53,,,,,,,
10/28/2024,55,44.35,116.39,,,,,,,
10/29/2024,65,42.33,188.83,,,,,,,
10/30/2024,65,42.15,121.59,,,,,,,
10/31/2024,63,49.19,164.41,,,,,,,
11/1/2024,58,43.37,155.42,,,,,,,
11/2/2024,61,39.85,200.3,,,,,,,
11/3/2024,56,36.99,162.59,,,,,,,
11/4/2024,61,52.1,179.57,,,,,,,
11/5/2024,64,50.02,174.91,,,,,,,
11/6/2024,58,43.43,127.7,,,,,,,
11/7/2024,58,54.4,120.61,,,,,,,
11/8/2024,59,40.97,125.27,,,,,,,
11/9/2024,65,49.58,177.18,,,,,,,
11/10/2024,57,40.64,154.25,,,,,,,
11/11/2024,58,51.21,167.84,,,,,,,
11/12/2024,65,45.65,164.04,,,,,,,
11/13/2024,53,39.62,185.55,,,,,,,
11/14/2024,55,51.51,133.58,,,,,,,
11/15/2024,62,50.94,178.65,,,,,,,
11/16/2024,66,51.6,189.13,,,,,,,
11/17/2024,62,44.86,175.1,,,,,,,
11/18/2024,63,40.26,149.9,,,,,,,
11/19/2024,61,52.9,208.77,,,,,,,
11/20/2024,59,38.14,208.91,,,,,,,
11/21/2024,56,38.17,137.12,,,,,,,
11/22/2024,54,38.71,194.81,,,,,,,
11/23/2024,64,48.22,172.73,,,,,,,
11/24/2024,63,53.37,140.45,,,,,,,
11/25/2024,59,42.55,115.09,,,,,,,
11/26/2024,62,49.35,210.66,,,,,,,
11/27/2024,63,36.99,176.49,,,,,,,
11/28/2024,60,37.43,121.54,,,,,,,
11/29/2024,55,46.08,141.53,,,,,,,
11/30/2024,62,38.61,138.95,,,,,,,
12/1/2024,58,48.07,184.13,,,,,,,
12/2/2024,54,36.78,209.65,,,,,,,
12/3/2024,58,54.06,157.76,,,,,,,
12/4/2024,55,35.79,159.3,,,,,,,
12/5/2024,65,51.95,167.49,,,,,,,
12/6/2024,54,52.15,127.6,,,,,,,
12/7/2024,59,35.47,129.58,,,,,,,
12/8/2024,57,42.77,117.22,,,,,,,
12/9/2024,59,42.44,136.52,,,,,,,
12/10/2024,60,42.29,143.34,,,,,,,
12/11/2024,58,54.1,158.92,,,,,,,
12/12/2024,65,38.91,178.49,,,,,,,
12/13/2024,60,45.85,122.1,,,,,,,
12/14/2024,63,46.35,170.63,,,,,,,
12/15/2024,61,43.54,157.84,,,,,,,
12/16/2024,56,41.59,190.05,,,,,,,
12/17/2024,64,38.31,122.76,,,,,,,
12/18/2024,63,35.03,184.37,,,,,,,
12/19/2024,56,44.52,188.31,,,,,,,
12/20/2024,55,43.38,150.5,,,,,,,
12/21/2024,64,44.03,149.14,,,,,,,
12/22/2024,62,40.69,194.84,,,,,,,
12/23/2024,62,44.44,132.76,,,,,,,
12/24/2024,61,52.65,202.61,,,,,,,
12/25/2024,59,47.82,158.3,,,,,,,
12/26/2024,55,50.11,212.32,,,,,,,
12/27/2024,67,39.75,113.61,,,,,,,
12/28/2024,64,35.69,115.14,,,,,,,
12/29/2024,67,52.33,203.69,,,,,,,
12/30/2024,59,50.67,149.97,,,,,,,
12/31/2024,68,43.01,117.43,,,,,,,
